name,yahoo_ticker,isin,country,exchange,sector,enabled
PEAB B,PEAB-B.ST,SE0000106205,SE,OMXS,Industrials,true
Mycronic,MYCR.ST,SE0000688795,SE,OMXS,Technology,true
NCAB Group,NCAB.ST,SE0011167956,SE,OMXS,Technology,true
Castellum,CAST.ST,SE0000379190,SE,OMXS,Real Estate,true
Sagax B,SAGA-B.ST,SE0005127818,SE,OMXS,Real Estate,true
Sinch,SINCH.ST,SE0016101844,SE,OMXS,Technology,true
Clas Ohlson B,CLAS-B.ST,SE0000584948,SE,OMXS,Consumer Discretionary,true
OEM International B,OEM-B.ST,SE0000537838,SE,OMXS,Industrials,true
Nyfosa,NYF.ST,SE0011426428,SE,OMXS,Real Estate,true
Betsson B,BETS-B.ST,SE0015671997,SE,OMXS,Consumer Discretionary,true
Fabege,FABG.ST,SE0011166787,SE,OMXS,Real Estate,true
JM,JM.ST,SE0000507185,SE,OMXS,Real Estate,true
XVIVO Perfusion,XVIVO.ST,SE0002575340,SE,OMXS,Health Care,true
Lagercrantz B,LAGR-B.ST,SE0014990966,SE,OMXS,Industrials,true
Addtech B,ADDT-B.ST,SE0005568136,SE,OMXS,Industrials,true
Novo Nordisk B,NOVO-B.CO,DK0060534915,DK,OMXC,Health Care,true
DSV,DSV.CO,DK0060079531,DK,OMXC,Industrials,true
Ørsted,ORSTED.CO,DK0060094928,DK,OMXC,Utilities,true
AP Møller-Mærsk B,MAERSK-B.CO,DK0010244508,DK,OMXC,Industrials,true
Carlsberg B,CARL-B.CO,DK0010181759,DK,OMXC,Consumer Staples,true
Coloplast B,COLO-B.CO,DK0060448595,DK,OMXC,Health Care,true
GN Store Nord,GN.CO,DK0010272632,DK,OMXC,Health Care,true
Demant,DEMANT.CO,DK0060738599,DK,OMXC,Health Care,true
Tryg,TRYG.CO,DK0060477503,DK,OMXC,Financials,true
Nokia,NOKIA.HE,FI0009000681,FI,OMXH,Technology,true
Neste,NESTE.HE,FI0009013296,FI,OMXH,Energy,true
Fortum,FORTUM.HE,FI0009007132,FI,OMXH,Utilities,true
Sampo A,SAMPO.HE,FI0009003305,FI,OMXH,Financials,true
UPM-Kymmene,UPM.HE,FI0009005987,FI,OMXH,Materials,true
Stora Enso R,STERV.HE,FI0009005961,FI,OMXH,Materials,true
KONE B,KNEBV.HE,FI0009013403,FI,OMXH,Industrials,true
Wärtsilä,WRT1V.HE,FI0009003727,FI,OMXH,Industrials,true
Metso,METSO.HE,FI4000291245,FI,OMXH,Industrials,true
Equinor,EQNR.OL,NO0010096985,NO,OSLO,Energy,true
DNB Bank,DNB.OL,NO0010161896,NO,OSLO,Financials,true
Telenor,TEL.OL,NO0010063308,NO,OSLO,Communication Services,true
Mowi,MOWI.OL,NO0003054108,NO,OSLO,Consumer Staples,true
Yara International,YAR.OL,NO0010208051,NO,OSLO,Materials,true
Norsk Hydro,NHY.OL,NO0005052605,NO,OSLO,Materials,true
Orkla,ORK.OL,NO0003733800,NO,OSLO,Consumer Staples,true
Aker BP,AKRBP.OL,NO0010345853,NO,OSLO,Energy,true
Schibsted A,SCHA.OL,NO0003028904,NO,OSLO,Communication Services,false
Subsea 7,SUBC.OL,LU0075646355,NO,OSLO,Energy,true
Securitas B,SECU-B.ST,,SE,OMXS,Industrials,true
Axfood,AXFO.ST,,SE,OMXS,Consumer Staples,true
Volvo Cars B,VOLCAR-B.ST,,SE,OMXS,Consumer Discretionary,true
Indutrade,INDT.ST,,SE,OMXS,Industrials,true
Beijer Ref B,BEIJ-B.ST,,SE,OMXS,Industrials,true
Hexpol B,HPOL-B.ST,,SE,OMXS,Materials,true
Thule Group,THULE.ST,,SE,OMXS,Consumer Discretionary,true
Lindab International,LIAB.ST,,SE,OMXS,Industrials,true
Coor Service Management,COOR.ST,,SE,OMXS,Industrials,true
Medicover B,MCOV-B.ST,,SE,OMXS,Health Care,true
Vitrolife,VITR.ST,,SE,OMXS,Health Care,true
Mekonomen,MEKO.ST,,SE,OMXS,Consumer Discretionary,true
Wihlborgs,WIHL.ST,,SE,OMXS,Real Estate,true
Hufvudstaden A,HUFV-A.ST,,SE,OMXS,Real Estate,true
Lime Technologies,LIME.ST,SE0011870195,SE,OMXS,Technology,true
Paradox Interactive,PDX.ST,,SE,OMXS,Consumer Discretionary,true
Note AB,NOTE.ST,,SE,OMXS,Industrials,true
Tobii,TOBII.ST,,SE,OMXS,Technology,true
Embracer Group B,EMBRAC-B.ST,,SE,OMXS,Consumer Discretionary,true
Pandora,PNDORA.CO,,DK,OMXC,Consumer Discretionary,true
Vestas Wind Systems,VWS.CO,,DK,OMXC,Utilities,true
Genmab,GMAB.CO,,DK,OMXC,Health Care,true
Ambu B,AMBU-B.CO,,DK,OMXC,Health Care,true
Zealand Pharma,ZEAL.CO,,DK,OMXC,Health Care,true
Kongsberg Gruppen,KOG.OL,,NO,OSLO,Industrials,true
Tomra Systems,TOM.OL,,NO,OSLO,Industrials,true
SalMar,SALM.OL,,NO,OSLO,Consumer Staples,true
Gjensidige Forsikring,GJF.OL,,NO,OSLO,Financials,true
Nordic Semiconductor,NOD.OL,,NO,OSLO,Technology,true
Storebrand,STB.OL,,NO,OSLO,Financials,true
Borregaard,BRG.OL,,NO,OSLO,Materials,true
Elisa,ELISA.HE,,FI,OMXH,Communication Services,true
Huhtamäki,HUH1V.HE,,FI,OMXH,Materials,true
Valmet,VALMT.HE,,FI,OMXH,Industrials,true
